Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Engineering","72658","Mechanical Engineering (MECHENG) Open Sections"," 490","052","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ulsoy","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72659","Mechanical Engineering (MECHENG) Open Sections"," 490","053","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Stefanopoulou","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72822","Mechanical Engineering (MECHENG) Open Sections"," 490","054","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dasgupta","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72660","Mechanical Engineering (MECHENG) Open Sections"," 490","055","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kikuchi","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72661","Mechanical Engineering (MECHENG) Open Sections"," 490","056","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Grosh","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72662","Mechanical Engineering (MECHENG) Open Sections"," 490","058","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pipe","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72663","Mechanical Engineering (MECHENG) Open Sections"," 490","059","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wineman","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72664","Mechanical Engineering (MECHENG) Open Sections"," 490","060","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Siegel","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72665","Mechanical Engineering (MECHENG) Open Sections"," 490","061","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wooldridge","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72666","Mechanical Engineering (MECHENG) Open Sections"," 490","062","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Eustice","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71607","Mechanical Engineering (MECHENG) Open Sections"," 490","063","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","D'Souza","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71810","Mechanical Engineering (MECHENG) Open Sections"," 490","064","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lu","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72667","Mechanical Engineering (MECHENG) Open Sections"," 490","065","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Meyhofer","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72668","Mechanical Engineering (MECHENG) Open Sections"," 490","068","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Borgnakke","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72669","Mechanical Engineering (MECHENG) Open Sections"," 490","069","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Bohac","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72670","Mechanical Engineering (MECHENG) Open Sections"," 490","070","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Barton","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72671","Mechanical Engineering (MECHENG) Open Sections"," 490","071","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Okwudire","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72672","Mechanical Engineering (MECHENG) Open Sections"," 490","072","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Bernitsas","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72673","Mechanical Engineering (MECHENG) Open Sections"," 490","073","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Barber","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72674","Mechanical Engineering (MECHENG) Open Sections"," 490","074","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kannatey-Asibu Jr","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72675","Mechanical Engineering (MECHENG) Open Sections"," 490","075","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Stein","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72676","Mechanical Engineering (MECHENG) Open Sections"," 490","076","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liu","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72677","Mechanical Engineering (MECHENG) Open Sections"," 490","078","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Goldstein","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72678","Mechanical Engineering (MECHENG) Open Sections"," 490","079","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pan","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72679","Mechanical Engineering (MECHENG) Open Sections"," 490","080","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Epureanu","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72680","Mechanical Engineering (MECHENG) Open Sections"," 490","081","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sastry","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72681","Mechanical Engineering (MECHENG) Open Sections"," 490","082","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Schultz","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72682","Mechanical Engineering (MECHENG) Open Sections"," 490","083","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liang","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72683","Mechanical Engineering (MECHENG) Open Sections"," 490","084","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Tilbury","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72684","Mechanical Engineering (MECHENG) Open Sections"," 490","086","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Saitou","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72685","Mechanical Engineering (MECHENG) Open Sections"," 490","087","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kaviany","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72686","Mechanical Engineering (MECHENG) Open Sections"," 490","088","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Vlahopoulos","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72687","Mechanical Engineering (MECHENG) Open Sections"," 490","089","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Skerlos","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72688","Mechanical Engineering (MECHENG) Open Sections"," 490","090","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sick","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72689","Mechanical Engineering (MECHENG) Open Sections"," 490","091","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Violi","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72717","Mechanical Engineering (MECHENG) Open Sections"," 490","092","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Guo","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72690","Mechanical Engineering (MECHENG) Open Sections"," 490","093","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Akhavan","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72691","Mechanical Engineering (MECHENG) Open Sections"," 490","094","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Brei","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72692","Mechanical Engineering (MECHENG) Open Sections"," 490","095","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Peng","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72693","Mechanical Engineering (MECHENG) Open Sections"," 490","096","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Waas","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72694","Mechanical Engineering (MECHENG) Open Sections"," 490","097","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kuo","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72695","Mechanical Engineering (MECHENG) Open Sections"," 490","098","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thouless","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72718","Mechanical Engineering (MECHENG) Open Sections"," 491","002","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Awtar","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72719","Mechanical Engineering (MECHENG) Open Sections"," 491","003","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Koren","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72720","Mechanical Engineering (MECHENG) Open Sections"," 491","004","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sienko","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72721","Mechanical Engineering (MECHENG) Open Sections"," 491","005","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mazumder","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72722","Mechanical Engineering (MECHENG) Open Sections"," 491","006","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ceccio","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72723","Mechanical Engineering (MECHENG) Open Sections"," 491","008","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gianchandani","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","71673","Mechanical Engineering (MECHENG) Open Sections"," 491","009","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gillespie","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72725","Mechanical Engineering (MECHENG) Open Sections"," 491","010","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ghosh","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72724","Mechanical Engineering (MECHENG) Open Sections"," 491","011","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ni","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72703","Mechanical Engineering (MECHENG) Open Sections"," 491","012","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shih","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72726","Mechanical Engineering (MECHENG) Open Sections"," 491","013","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Boehman","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72727","Mechanical Engineering (MECHENG) Open Sections"," 491","014","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Remy","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72728","Mechanical Engineering (MECHENG) Open Sections"," 491","016","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Garikipati","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72729","Mechanical Engineering (MECHENG) Open Sections"," 491","017","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kurabayashi","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72730","Mechanical Engineering (MECHENG) Open Sections"," 491","018","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Arruda","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72731","Mechanical Engineering (MECHENG) Open Sections"," 491","019","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Im","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72732","Mechanical Engineering (MECHENG) Open Sections"," 491","020","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hart","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72733","Mechanical Engineering (MECHENG) Open Sections"," 491","021","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hulbert","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72734","Mechanical Engineering (MECHENG) Open Sections"," 491","022","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chronis","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72735","Mechanical Engineering (MECHENG) Open Sections"," 491","023","Independent Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Katz","  25","  25","N","1.00-3.00",
