Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Engineering","74427","Electrical and Computer Engineering (ECE) Open Sections"," 995","179","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shahbaz","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74428","Electrical and Computer Engineering (ECE) Open Sections"," 995","181","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Banovic","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74429","Electrical and Computer Engineering (ECE) Open Sections"," 995","183","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gianchandani","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74430","Electrical and Computer Engineering (ECE) Open Sections"," 995","184","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Galvanauskas","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74431","Electrical and Computer Engineering (ECE) Open Sections"," 995","185","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mahdavifar","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74432","Electrical and Computer Engineering (ECE) Open Sections"," 995","186","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ackerman","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74433","Electrical and Computer Engineering (ECE) Open Sections"," 995","187","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sample","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74434","Electrical and Computer Engineering (ECE) Open Sections"," 995","188","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thomas","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74435","Electrical and Computer Engineering (ECE) Open Sections"," 995","190","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Baveja","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74436","Electrical and Computer Engineering (ECE) Open Sections"," 995","191","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Epureanu","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74437","Electrical and Computer Engineering (ECE) Open Sections"," 995","192","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Giebink","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74438","Electrical and Computer Engineering (ECE) Open Sections"," 995","194","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Welch","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74439","Electrical and Computer Engineering (ECE) Open Sections"," 995","195","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chestek","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74440","Electrical and Computer Engineering (ECE) Open Sections"," 995","196","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Abney","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74441","Electrical and Computer Engineering (ECE) Open Sections"," 995","197","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sun","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74442","Electrical and Computer Engineering (ECE) Open Sections"," 995","198","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ruf","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74443","Electrical and Computer Engineering (ECE) Open Sections"," 995","199","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Tzimpragos","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74444","Electrical and Computer Engineering (ECE) Open Sections"," 995","200","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pal","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74373","Electrical and Computer Engineering (ECE) Open Sections"," 995","204","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Zhang","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74445","Electrical and Computer Engineering (ECE) Open Sections"," 995","205","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Peterson","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74446","Electrical and Computer Engineering (ECE) Open Sections"," 995","207","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Song","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74447","Electrical and Computer Engineering (ECE) Open Sections"," 995","208","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Seiler","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74448","Electrical and Computer Engineering (ECE) Open Sections"," 995","209","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Guzdial","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74449","Electrical and Computer Engineering (ECE) Open Sections"," 995","211","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Owens","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74450","Electrical and Computer Engineering (ECE) Open Sections"," 995","212","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ying","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74451","Electrical and Computer Engineering (ECE) Open Sections"," 995","213","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liu","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74452","Electrical and Computer Engineering (ECE) Open Sections"," 995","214","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liu","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74453","Electrical and Computer Engineering (ECE) Open Sections"," 995","215","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wang","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74454","Electrical and Computer Engineering (ECE) Open Sections"," 995","216","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Bodwin","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74455","Electrical and Computer Engineering (ECE) Open Sections"," 995","218","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chakraborty","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74456","Electrical and Computer Engineering (ECE) Open Sections"," 995","219","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Oymak","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74457","Electrical and Computer Engineering (ECE) Open Sections"," 995","221","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Nebeling","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74458","Electrical and Computer Engineering (ECE) Open Sections"," 995","224","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chen","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74459","Electrical and Computer Engineering (ECE) Open Sections"," 995","225","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ma","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74460","Electrical and Computer Engineering (ECE) Open Sections"," 995","226","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Eid","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74461","Electrical and Computer Engineering (ECE) Open Sections"," 995","227","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liang","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74462","Electrical and Computer Engineering (ECE) Open Sections"," 995","228","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Park","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74463","Electrical and Computer Engineering (ECE) Open Sections"," 995","230","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ravi","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74464","Electrical and Computer Engineering (ECE) Open Sections"," 995","231","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Rodriguez","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74465","Electrical and Computer Engineering (ECE) Open Sections"," 995","232","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wein","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74466","Electrical and Computer Engineering (ECE) Open Sections"," 995","233","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Li","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74467","Electrical and Computer Engineering (ECE) Open Sections"," 995","235","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Liu","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74468","Electrical and Computer Engineering (ECE) Open Sections"," 995","236","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hollon","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74469","Electrical and Computer Engineering (ECE) Open Sections"," 995","238","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dvorkin","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74470","Electrical and Computer Engineering (ECE) Open Sections"," 995","239","Diss-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dong","  25","  25","N","4.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","73574","Electrical Engineering And Computer Science (EECS) Open Sections"," 399","224","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chen","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73657","Electrical Engineering And Computer Science (EECS) Open Sections"," 399","239","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dong","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73577","Electrical Engineering And Computer Science (EECS) Open Sections"," 499","224","Adv Directed Study","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chen","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73658","Electrical Engineering And Computer Science (EECS) Open Sections"," 499","239","Adv Directed Study","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dong","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73311","Engineering (ENGR) Open Sections"," 301","300","Engr Ugrad Stdy Abrd","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Cotel","  50","  50","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","73048","Engineering (ENGR) Open Sections"," 350","201","Intl Lab Exp-Engin","LAB","PIR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sick","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","73194","Engineering (ENGR) Open Sections"," 355","114","Multidis Eng Pro 2","LAB","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hess","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73191","Engineering (ENGR) Open Sections"," 455","226","Multidis Eng Pro 3","LAB","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gilchrist","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73035","Engineering (ENGR) Open Sections"," 591","004","Engr Grad Study Abrd","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-12.00",
"Summer 2025","Regular Academic Session","Engineering","71817","Financial Engineering Program (FINENG) Open Sections"," 500","201","Fin Eng Seminar","SEM","PDR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  75","  75","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72594","Manufacturing (MFG) Open Sections"," 990","096","Dissertat Pre-Cand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pan","  25","  25","N","2.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","74490","Materials Science Engineering (MATSCIE) Open Sections"," 220","101","Intro Mat & Man","DIS","P R","","T","","TH","","","","06/26/2025","08/12/2025","1030-1130AM","1018 DOW","Engler-Pinto","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","74489","Materials Science Engineering (MATSCIE) Open Sections"," 220","001","Intro Mat & Man","LEC","S R","M","","W","","","","","06/26/2025","08/12/2025","930-1130AM","1018 DOW","Engler-Pinto"," "," "," ","4.00",
"Summer 2025","Regular Academic Session","Engineering","74489","Materials Science Engineering (MATSCIE) Open Sections"," 220","001","Intro Mat & Man","LEC","S R","","T","","TH","","","","06/26/2025","08/12/2025","930-1030AM","1018 DOW",""," "," "," ","4.00",
"Summer 2025","Regular Academic Session","Engineering","72610","Materials Science Engineering (MATSCIE) Open Sections"," 490","009","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Jones","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72702","Materials Science Engineering (MATSCIE) Open Sections"," 490","012","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mansfield","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72887","Materials Science Engineering (MATSCIE) Open Sections"," 490","018","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Goldman","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","71760","Materials Science Engineering (MATSCIE) Open Sections"," 490","026","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Yalisove","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","71819","Materials Science Engineering (MATSCIE) Open Sections"," 490","032","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kim","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","73183","Materials Science Engineering (MATSCIE) Open Sections"," 490","034","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thornton","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72789","Materials Science Engineering (MATSCIE) Open Sections"," 490","037","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lahann","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72315","Materials Science Engineering (MATSCIE) Open Sections"," 490","038","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Van der Ven","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72897","Materials Science Engineering (MATSCIE) Open Sections"," 490","056","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Misra","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","72894","Materials Science Engineering (MATSCIE) Open Sections"," 490","058","Research Problems","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Heron","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Engineering","71548","Materials Science Engineering (MATSCIE) Open Sections"," 690","029","Research Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kieffer","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","73458","Materials Science Engineering (MATSCIE) Open Sections"," 690","070","Research Problems","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sun","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Engineering","72585","Materials Science Engineering (MATSCIE) Open Sections"," 990","046","Diss-Precand","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Allison","  25","  25","N","1.00-8.00",
"Summer 2025","Regular Academic Session","Engineering","73294","Materials Science Engineering (MATSCIE) Open Sections"," 995","006","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kotov","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72579","Materials Science Engineering (MATSCIE) Open Sections"," 995","008","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Forrest","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73204","Materials Science Engineering (MATSCIE) Open Sections"," 995","019","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Laine","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72584","Materials Science Engineering (MATSCIE) Open Sections"," 995","046","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Allison","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","73258","Materials Science Engineering (MATSCIE) Open Sections"," 995","054","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Qi","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Engineering","72624","Mechanical Engineering (MECHENG) Open Sections"," 490","002","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Awtar","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72625","Mechanical Engineering (MECHENG) Open Sections"," 490","003","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Koren","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72626","Mechanical Engineering (MECHENG) Open Sections"," 490","004","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sienko","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72627","Mechanical Engineering (MECHENG) Open Sections"," 490","005","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mazumder","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72628","Mechanical Engineering (MECHENG) Open Sections"," 490","006","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ceccio","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72629","Mechanical Engineering (MECHENG) Open Sections"," 490","008","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gianchandani","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71646","Mechanical Engineering (MECHENG) Open Sections"," 490","009","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gillespie","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72630","Mechanical Engineering (MECHENG) Open Sections"," 490","010","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ghosh","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72631","Mechanical Engineering (MECHENG) Open Sections"," 490","011","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ni","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71672","Mechanical Engineering (MECHENG) Open Sections"," 490","012","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Shih","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71501","Mechanical Engineering (MECHENG) Open Sections"," 490","013","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Boehman","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72716","Mechanical Engineering (MECHENG) Open Sections"," 490","014","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Remy","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72632","Mechanical Engineering (MECHENG) Open Sections"," 490","016","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Garikipati","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71775","Mechanical Engineering (MECHENG) Open Sections"," 490","017","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kurabayashi","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72633","Mechanical Engineering (MECHENG) Open Sections"," 490","018","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Arruda","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72634","Mechanical Engineering (MECHENG) Open Sections"," 490","019","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Im","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72635","Mechanical Engineering (MECHENG) Open Sections"," 490","020","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hart","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71600","Mechanical Engineering (MECHENG) Open Sections"," 490","021","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hulbert","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72636","Mechanical Engineering (MECHENG) Open Sections"," 490","022","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Chronis","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72637","Mechanical Engineering (MECHENG) Open Sections"," 490","023","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Katz","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72638","Mechanical Engineering (MECHENG) Open Sections"," 490","024","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gavini","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72639","Mechanical Engineering (MECHENG) Open Sections"," 490","025","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ma","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72640","Mechanical Engineering (MECHENG) Open Sections"," 490","027","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Moyne","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72641","Mechanical Engineering (MECHENG) Open Sections"," 490","028","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ashton-Miller","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72642","Mechanical Engineering (MECHENG) Open Sections"," 490","030","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Oldham","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71599","Mechanical Engineering (MECHENG) Open Sections"," 490","031","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Atreya","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72643","Mechanical Engineering (MECHENG) Open Sections"," 490","032","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sangi Reddy","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72644","Mechanical Engineering (MECHENG) Open Sections"," 490","033","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Orosz","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72645","Mechanical Engineering (MECHENG) Open Sections"," 490","034","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Perkins","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72646","Mechanical Engineering (MECHENG) Open Sections"," 490","036","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hu","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72647","Mechanical Engineering (MECHENG) Open Sections"," 490","037","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Scott","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72648","Mechanical Engineering (MECHENG) Open Sections"," 490","039","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kokkolaras","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72649","Mechanical Engineering (MECHENG) Open Sections"," 490","040","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kota","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72650","Mechanical Engineering (MECHENG) Open Sections"," 490","042","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thompson","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72651","Mechanical Engineering (MECHENG) Open Sections"," 490","043","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Papalambros","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72652","Mechanical Engineering (MECHENG) Open Sections"," 490","044","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wang","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72653","Mechanical Engineering (MECHENG) Open Sections"," 490","045","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dowling","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","71603","Mechanical Engineering (MECHENG) Open Sections"," 490","046","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Borenstein","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72654","Mechanical Engineering (MECHENG) Open Sections"," 490","047","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Fu","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72655","Mechanical Engineering (MECHENG) Open Sections"," 490","048","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Larson","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72656","Mechanical Engineering (MECHENG) Open Sections"," 490","049","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Johnsen","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Engineering","72657","Mechanical Engineering (MECHENG) Open Sections"," 490","050","RISE 4","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Gordon","  25","  25","N","3.00",
